fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality (low/med/high)
6.211244924,0.322190975,0.240704937,1.114805626,0.05627897,5.902158698,108.6165451,0.993898139,3.238623607,0.571577977,9.275938652,4,low
5.89116893,0.356804792,0.227844203,1.156986174,0.054738131,5.777675732,109.6101785,0.992918973,3.234425346,0.562131277,9.398294985,4,low
6.380424881,0.298271277,0.197171657,1.161818214,0.055002993,5.405208376,108.8374212,0.993112298,3.236207634,0.520930552,9.519398827,4,low
6.084229514,0.319690376,0.201194461,1.136093902,0.056274758,5.059153988,109.3792737,0.993705269,3.236749711,0.547477409,9.234595362,4,low
5.987427831,0.328037648,0.243450288,1.106230842,0.055054735,6.925779268,108.4318486,0.993787737,3.2348004,0.527340541,9.254203027,4,low
6.35133403,0.397238982,0.210294645,1.17049759,0.056272344,5.033739786,108.7749925,0.993796038,3.234587978,0.536992501,9.459666281,4,low
6.128003689,0.29553403,0.244194981,1.19888124,0.056065465,5.556659052,108.6887614,0.993244476,3.238370908,0.567956828,9.509069771,4,low
10.49227942,0.437594194,0.79928955,10.00966216,0.041841102,15.38854596,123.5877925,0.999632397,2.94449804,0.527870636,9.752797035,4,low
10.90694209,0.390222354,0.702057647,10.76425763,0.041598642,15.77882661,123.324167,0.997154059,2.981574844,0.540001977,9.789154367,3,low
10.90578433,0.310010946,0.489593832,7.704079277,0.034855126,18.21260652,123.974933,0.997112797,2.984428079,0.531594742,9.867950855,3,low
11.0925154,0.431065585,0.620682823,6.554576861,0.041441181,17.76430922,123.9728872,0.998959608,2.957614665,0.536504116,9.8061039,3,low
11.36207287,0.380354228,0.739862992,6.5493326,0.043197368,19.97273225,123.1322647,0.998325363,2.976688124,0.54398953,9.740429373,4,low
11.05229648,0.287424812,0.430467698,6.68948893,0.045134936,15.32226837,123.1782212,0.997126005,2.968830409,0.541788342,9.870347167,3,low
11.04878099,0.396900775,0.739225346,10.6395076,0.048000889,17.41537048,123.5446572,0.997850312,2.966535931,0.529601202,9.793380204,4,low
11.75141281,0.326013845,0.832588195,10.57583479,0.044494785,15.35844798,123.5140407,0.998629981,2.967430449,0.53070626,9.771239574,3,low
10.20744467,0.276476095,0.618404936,6.430090193,0.046458519,15.75416325,123.9917471,0.99681328,2.98238984,0.532453531,9.760858275,4,low
11.29665313,0.380932635,0.542750347,10.3745243,0.042546137,17.25539675,123.6917274,0.999694708,2.93825836,0.515614682,9.778194956,4,low
10.44311715,0.332473291,0.614198871,8.307677453,0.036767991,16.94418933,123.1949108,0.996910805,2.963447925,0.521912482,9.832575549,3,low
11.74779968,0.414420212,0.784601907,8.070907504,0.037761225,16.01302094,123.5812894,0.997460455,2.952754194,0.549379632,9.886399479,4,low
10.95794537,0.384433473,0.762252993,9.331398795,0.042530342,15.14788497,123.3103632,0.999146354,2.949501736,0.531681727,9.759820161,3,low
10.69980755,0.372747292,0.527498401,10.79468874,0.037955256,19.81444817,123.7840757,0.99938082,2.961197601,0.545106306,9.768534679,4,low
11.67022408,0.275865425,0.711696417,7.64561811,0.042521289,15.08434946,123.6125038,0.999404421,2.962472135,0.538671666,9.85985168,3,low
11.0746765,0.418252359,0.523361215,6.254819224,0.041745492,16.39164763,123.6556193,0.997836255,2.939774552,0.518028781,9.881808787,3,low
9.034650719,0.291832995,0.512873193,6.009662163,0.047136441,17,118.175585,0.9962,3.2716732,0.564905546,10.37360148,4,low
8.516322383,0.327925826,0.468146518,6.764257632,0.047039457,17,117.6483339,0.9962,3.148083852,0.47998616,10.35542282,4,low
8.517769589,0.389039279,0.370413163,3.704079277,0.04434205,17,118.949866,0.9962,3.138573069,0.538836808,10.31602457,4,low
8.284355747,0.296807173,0.430714099,2.554576861,0.046976473,17,118.9457745,0.9962,3.227951117,0.504471189,10.34694805,4,low
7.947408915,0.335444398,0.485536976,2.5493326,0.047678947,17,117.2645294,0.9962,3.164372921,0.452073292,10.37978531,4,low
8.334629401,0.406247763,0.343215141,2.68948893,0.048453974,17,117.3564424,0.9962,3.190565304,0.467481603,10.31482642,4,low
8.339023757,0.322837505,0.485243659,6.639507602,0.049600356,17,118.0893144,0.9962,3.198213563,0.552791587,10.3533099,4,low
7.460733981,0.376846594,0.52819057,6.575834787,0.048197914,17,118.0280814,0.9962,3.195231838,0.545056183,10.36438021,4,low
9.390694162,0.414589642,0.42966627,2.430090193,0.048983407,17,118.9834941,0.9962,3.145367198,0.532825283,10.36957086,4,low
8.029183586,0.335003707,0.39486516,6.374524304,0.047418455,17,118.3834549,0.9962,3.292472134,0.650697227,10.36090252,4,low
9.096103566,0.371925112,0.427731481,4.307677453,0.045107197,17,117.3898215,0.9962,3.208506918,0.606612625,10.33371223,4,low
7.465250397,0.309489362,0.506116877,4.070907504,0.04550449,17,118.1625788,0.9962,3.244152686,0.414342577,10.30680026,4,low
8.452568285,0.332336401,0.495836377,5.331398795,0.047412137,17,117.6207263,0.9962,3.254994213,0.53822791,10.37008992,4,low
8.775240565,0.341240158,0.387849264,6.794688744,0.045582102,17,118.5681514,0.9962,3.216007998,0.44425586,10.36573266,4,low
7.5622199,0.415054915,0.472580352,3.64561811,0.047408516,17,118.2250075,0.9962,3.211759551,0.489298337,10.32007416,4,low
8.30665437,0.306569631,0.385946159,2.254819224,0.047098197,17,118.3112386,0.9962,3.287418159,0.633798532,10.30909561,4,low
7.126930144,0.318625253,0.43771582,2.067819911,0.039227402,19,66.23662248,0.990218649,3.11342026,0.392129364,11.93758666,4,low
7.023264477,0.291555631,0.398823059,1.467223517,0.039065761,19,67.02749914,0.990902328,3.045446119,0.379998023,12.10119465,4,low
7.023553918,0.245720541,0.313837533,3.902875678,0.034570084,19,65.07520094,0.990913711,3.040215188,0.388405258,12.45577885,4,low
6.976871149,0.31489462,0.366273129,4.817785764,0.038960788,19,65.08133826,0.990404246,3.089373114,0.383495884,12.17746755,4,low
6.909481783,0.285916701,0.413945197,4.821959767,0.040131579,19,67.60320586,0.99057921,3.054405106,0.37601047,11.88193218,4,low
6.98692588,0.232814178,0.290187079,4.71040677,0.04142329,19,67.46533647,0.990910068,3.068810917,0.378211658,12.46656225,4,low
6.987804751,0.295371871,0.413690138,1.566514358,0.043333926,19,66.36602836,0.990710259,3.073017459,0.390398798,12.12021092,4,low
6.812146796,0.254865055,0.451035278,1.61719272,0.040996523,19,66.45787791,0.990495178,3.071377511,0.38929374,12.02057808,4,low
7.198138832,0.226557769,0.365361974,4.916866989,0.042305679,19,65.02475883,0.990996337,3.043951959,0.387546469,11.97386224,4,low
6.925836717,0.28624722,0.335100139,1.777419432,0.039697425,19,65.92481767,0.99020146,3.124859673,0.404385318,12.0518773,4,low
7.139220713,0.258556166,0.363679548,3.422460803,0.035845328,19,67.4152677,0.990969433,3.078678805,0.398087518,12.29658997,4,low
6.813050079,0.305382978,0.431840763,3.610910354,0.036507483,19,66.25613174,0.990817806,3.098283978,0.370620368,12.53879765,4,low
7.010513657,0.288247699,0.422901197,2.607662183,0.039686895,19,67.06891053,0.99035273,3.104246817,0.388318273,11.96919072,4,low
7.075048113,0.281569881,0.32899936,1.443002836,0.036636837,19,65.64777283,0.99028805,3.082804399,0.374893694,12.00840605,4,low
6.83244398,0.226208814,0.402678567,3.949405994,0.03968086,19,66.1624887,0.990281539,3.080467753,0.381328334,12.41933256,4,low
6.981330874,0.307572776,0.327344486,5.056368373,0.039163661,19,66.03314212,0.990714137,3.122079988,0.401971219,12.51813954,4,low
8.490395216,0.33793788,0.36,1.477748207,0.039272882,13.76687242,120.2366225,0.994134034,3.19275098,0.434258727,10.06241334,4,low
8.334896715,0.297333446,0.36,1.493148115,0.039078914,13.53270404,121.0274991,0.995381749,3.174212578,0.409996046,9.898805349,4,low
8.335330877,0.228580811,0.36,1.430695495,0.033684101,12.07243609,119.0752009,0.995402523,3.17278596,0.426810517,9.544221152,4,low
8.265306724,0.33234193,0.36,1.407236262,0.038952945,12.34141447,119.0813383,0.994472749,3.186192668,0.416991768,9.822532449,4,low
8.164222675,0.288875052,0.36,1.407129237,0.040357894,11.01636065,121.6032059,0.994792058,3.176655938,0.402020941,10.11806782,4,low
8.28038882,0.209221267,0.36,1.40998957,0.041907948,13.80663898,121.4653365,0.995395874,3.180584796,0.406423315,9.533437747,4,low
8.281707127,0.303057807,0.36,1.490602196,0.044200711,12.55077771,120.3660284,0.995031222,3.181732034,0.430797596,9.879789082,4,low
8.018220194,0.242297582,0.36,1.489302751,0.041395828,13.78493121,120.4578779,0.994638699,3.181284776,0.428587481,9.979421919,4,low
8.597208249,0.199836653,0.36,1.404695718,0.042966815,13.54750205,119.0247588,0.995553314,3.17380508,0.425092938,10.02613776,4,low
8.188755076,0.28937083,0.36,1.485194374,0.03983691,12.64676195,119.9248177,0.994102664,3.19587082,0.458770636,9.948122697,4,low
8.50883107,0.247834249,0.36,1.443013826,0.035214393,12.8334864,121.4152677,0.995504215,3.183276038,0.446175036,9.703410029,4,low
8.019575119,0.318074468,0.36,1.438181786,0.03600898,13.39218744,120.2561317,0.995227495,3.188622903,0.391240736,9.461202346,4,low
8.315770486,0.292371548,0.36,1.463906098,0.039824273,13.91126902,121.0689105,0.994378732,3.190249132,0.426636546,10.03080928,4,low
8.412572169,0.282354822,0.36,1.493769158,0.036164205,11.1113311,119.6477728,0.994260691,3.1844012,0.399787388,9.991593945,4,low
8.04866597,0.199313221,0.36,1.42950241,0.039817032,13.94939032,120.1624887,0.994248809,3.183763933,0.412656668,9.580667438,4,low
8.271996311,0.321359165,0.36,1.40111876,0.039196394,13.16501142,120.0331421,0.995038299,3.195112724,0.453942438,9.481860457,4,low
6.77589617,0.287446544,0.28228418,9.556827081,0.05304548,34,188.175585,0.999365033,3.15141242,0.501482545,9.883217789,4,low
7.734803592,0.434073668,0.321176941,8.894631057,0.053013152,34,187.6483339,0.998083134,3.231745496,0.550007909,9.665073799,4,low
7.73212626,0.682347071,0.406162467,11.5800937,0.052114017,34,188.949866,0.998061791,3.237927505,0.516378967,9.192294869,4,low
8.163941869,0.307654142,0.353726871,12.58884071,0.052992158,34,188.9457745,0.999017039,3.179831774,0.536016464,9.563376598,4,low
8.787293507,0.464617867,0.306054803,12.59344282,0.053226316,34,187.2645294,0.998688981,3.221157602,0.565958119,9.957423763,4,low
8.070935609,0.752256536,0.429812921,12.47044849,0.053484658,34,187.3564424,0.998068623,3.204132552,0.55715337,9.177916996,4,low
8.06280605,0.413402364,0.306309862,9.004105574,0.053866785,34,188.0893144,0.998443265,3.199161184,0.508404808,9.639718776,4,low
9.687642134,0.632814288,0.268964722,9.059981717,0.053399305,34,188.0280814,0.998846542,3.201099306,0.512825038,9.772562559,4,low
6.1172158,0.786145419,0.354638026,12.69808412,0.053661136,34,188.9834941,0.997906869,3.233511321,0.519814124,9.83485035,4,low
8.636010366,0.462827559,0.384899861,9.236641938,0.053139485,34,188.3834549,0.999397263,3.137893113,0.452458727,9.730830262,4,low
6.662208403,0.612820766,0.356320452,11.0504055,0.052369066,34,187.3898215,0.997957313,3.192470503,0.477649929,9.404546706,4,low
9.679286766,0.359175534,0.288159237,11.25818321,0.052501497,34,188.1625788,0.998241615,3.169300754,0.587518527,9.081603128,4,low
7.852748672,0.451991631,0.297098803,10.15203779,0.053137379,34,187.6207263,0.999113631,3.162253762,0.516726909,9.841079035,4,low
7.255804955,0.488163143,0.39100064,8.867926204,0.052527367,34,188.5681514,0.999234907,3.187594801,0.570425223,9.788791927,4,low
9.499893185,0.788035591,0.317321433,11.63139635,0.053136172,34,188.2250075,0.999247114,3.190356292,0.544686665,9.240889917,4,low
8.122689415,0.347314128,0.392655514,12.85189333,0.053032732,34,188.3112386,0.998435994,3.141178196,0.462115125,9.109147276,4,low
6.428814353,0.596334009,0.15228418,3.199467733,0.044272882,9.155418386,76,0.992015852,3.13940458,0.404049796,11.35681927,4,low
6.895309855,0.524148348,0.191176941,3.476666069,0.044078914,9.311530642,76,0.992596979,3.368044874,0.352491597,11.12049662,4,low
6.89400737,0.401921442,0.276162467,2.352518918,0.038684101,10.28504261,76,0.992606655,3.385639822,0.388222348,10.60831944,4,low
7.104079828,0.586385653,0.223726871,1.930252724,0.043952945,10.10572369,76,0.992173609,3.220290434,0.367357507,11.01032465,4,low
7.407331976,0.509111204,0.176054803,1.928326261,0.045357894,10.9890929,76,0.992322329,3.337910097,0.335544499,11.43720908,4,low
7.058833539,0.367504475,0.299812921,1.97981226,0.046907948,9.128907349,76,0.992603558,3.289454187,0.344899545,10.59274341,4,low
7.054878619,0.53432499,0.176309862,3.430839527,0.049200711,9.966148191,76,0.99243372,3.275304909,0.396694892,11.09302867,4,low
7.845339417,0.426306812,0.138964722,3.407449514,0.046395828,9.143379193,76,0.992250901,3.2808211,0.391998397,11.23694277,4,low
6.108375254,0.350820717,0.224638026,1.884522928,0.047966815,9.301665299,76,0.992676886,3.373070683,0.384572493,11.30442121,4,low
7.333734773,0.509992586,0.254899861,3.333498724,0.04483691,9.902158698,76,0.992001241,3.100926553,0.456137602,11.19173278,4,low
6.37350679,0.436149777,0.226320452,2.57424886,0.040214393,9.777675732,76,0.992654018,3.256262202,0.429371951,10.83825893,4,low
7.841274643,0.561021276,0.158159237,2.487272144,0.04100898,9.405208376,76,0.992525135,3.19031753,0.312636565,10.48840339,4,low
6.952688543,0.515327197,0.167098803,2.950309761,0.044824273,9.059153988,76,0.99212982,3.170260706,0.387852659,11.31116896,4,low
6.662283492,0.497519684,0.26100064,3.487844845,0.041164205,10.92577927,76,0.992074842,3.242385203,0.330798201,11.25452459,4,low
7.75400209,0.349890171,0.187321433,2.331043387,0.044817032,9.033739786,76,0.992069308,3.250244831,0.358145419,10.66096408,4,low
7.084011067,0.566860737,0.262655514,1.820137674,0.044196394,9.556659052,76,0.992437016,3.110276405,0.44587768,10.51824288,4,low
6.872127752,0.24,0.210669971,1.688741037,0.038841102,6.233127579,61.58779251,0.989800238,3.31933072,0.411920432,11.64563113,4,low
6.690712834,0.24,0.247618094,1.765740575,0.038598642,6.467295964,61.32416695,0.993475016,3.368766459,0.372493574,11.26387915,4,low
6.691219356,0.24,0.328354344,1.453477477,0.031855126,7.927563915,61.97493302,0.993536198,3.372570772,0.39981709,10.43651602,4,low
6.609524511,0.24,0.278540527,1.336181312,0.038441181,7.658585535,61.97288725,0.990797823,3.336819553,0.383861623,11.08590905,4,low
6.49159312,0.24,0.233252063,1.335646184,0.040197368,8.983639351,61.13226471,0.991738254,3.362250832,0.359534028,11.77549159,4,low
6.62712029,0.24,0.350822275,1.34994785,0.042134936,6.193361024,61.17822118,0.993516614,3.351773878,0.366687887,10.41135474,4,low
6.628658315,0.24,0.233494369,1.75301098,0.045000889,7.449222286,61.54465721,0.992442641,3.348714575,0.406296094,11.21950786,4,low
6.321256894,0.24,0.198016486,1.746513754,0.041494785,6.215068789,61.5140407,0.99128658,3.349907265,0.402704656,11.45198448,4,low
6.996742957,0.24,0.279406124,1.323478591,0.043458519,6.452497948,61.99174706,0.993980309,3.369853121,0.397026024,11.56098811,4,low
6.520214255,0.24,0.308154868,1.725971868,0.039546137,7.353238048,61.69172744,0.989707846,3.311011147,0.451752284,11.37895296,4,low
6.893636248,0.24,0.281004429,1.515069128,0.033767991,7.166513599,61.19491077,0.993835702,3.344597233,0.431284433,10.80795673,4,low
6.322837639,0.24,0.216251275,1.490908929,0.034761225,6.607812565,61.58128942,0.993020705,3.330338925,0.342016197,10.24280547,4,low
6.6683989,0.24,0.224743863,1.619530489,0.039530342,6.088730982,61.31036316,0.990520923,3.326002315,0.399534387,11.57188831,4,low
6.781334198,0.24,0.313950608,1.76884579,0.034955256,8.888668902,61.78407572,0.990173267,3.341596801,0.355904506,11.48038587,4,low
6.356776965,0.24,0.243955362,1.447512052,0.039521289,6.050609679,61.61250377,0.990138273,3.34329618,0.376817085,10.52155735,4,low
6.61732903,0.24,0.315522738,1.305593798,0.038745492,6.834988579,61.65561929,0.992463484,3.313032736,0.443906461,10.29100773,4,low
6.619209568,0.338739816,0.209685254,15.21099283,0.063340819,32.38854596,163.64883,0.998593007,3.0541634,0.445532341,9.147202965,4,low
6.93020657,0.313925995,0.221353082,15.27259246,0.063453967,32.77882661,164.7033322,0.998336627,3.115958074,0.442499506,9.110845633,4,low
6.929338246,0.271910496,0.24684874,15.02278198,0.066600941,35.21260652,162.1002679,0.998332358,3.120713465,0.444601315,9.032049145,4,low
7.069386552,0.335320068,0.231118061,14.92894505,0.063527449,34.76430922,162.108451,0.998523408,3.076024442,0.443373971,9.0938961,4,low
7.271554651,0.308756976,0.216816441,14.92851695,0.062707895,36.97273225,165.4709411,0.998457796,3.10781354,0.441502618,9.159570627,4,low
7.03922236,0.260079663,0.253943876,14.93995828,0.061803697,32.32226837,165.2871153,0.998333725,3.094717348,0.442052914,9.029652833,4,low
7.036585746,0.317424215,0.216892958,15.26240878,0.060466252,34.41537048,163.8213711,0.998408653,3.090893219,0.4450997,9.106619796,4,low
7.563559611,0.280292967,0.205689417,15.257211,0.062102434,32.35844798,163.9438372,0.998489308,3.092384081,0.444823435,9.128760426,4,low
6.405583503,0.254344621,0.231391408,14.91878287,0.061186025,32.75416325,162.0330118,0.998301374,3.117316401,0.444386617,9.139141725,4,low
7.222489848,0.309059952,0.240469958,15.24077749,0.063011803,34.25539675,163.2330902,0.998599453,3.043763933,0.44859633,9.121805044,4,low
6.58233786,0.283676486,0.231896136,15.0720553,0.065708271,33.94418933,165.2203569,0.998311463,3.085746541,0.447021879,9.067424451,4,low
7.560849762,0.326601064,0.211447771,15.05272714,0.065244762,33.01302094,163.6748423,0.998368323,3.067923657,0.440155092,9.013600521,4,low
6.968459029,0.310893724,0.214129641,15.15562439,0.063019174,32.14788497,164.7585474,0.998542726,3.062502894,0.444579568,9.140179839,4,low
6.774855661,0.304772391,0.242300192,15.27507663,0.065154214,36.81444817,162.8636971,0.998566981,3.081996001,0.441223424,9.131465321,4,low
7.50266806,0.254024746,0.22019643,15.01800964,0.063023398,32.08434946,163.5499849,0.998569423,3.084120224,0.442832083,9.04014832,4,low
7.056007378,0.328608378,0.242796654,14.90447504,0.063385437,33.39164763,163.3775228,0.998407199,3.04629092,0.447992805,9.018191213,4,low
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,low
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,low
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,low
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,low
